lake,date,st,zv,lmo,wind,swr
131823,1994-08-19,6455.119836819587,52.4954507512354,6.424106861542928,3.869829234378918,114.79812736271212
131823,1995-08-05,7382.245582133674,52.4954507512354,0.3697979837870711,2.0068389661482047,278.1283074405361
131823,1996-08-19,6061.126036971506,52.4954507512354,0.7247512765528812,2.2468263308386938,199.15521458453242
131823,1997-08-20,8538.384045391007,52.4954507512354,0.2681009040673506,1.7303412520299555,245.90602146719314
131823,1998-08-12,5497.667706106144,52.4954507512354,5.597618506296026,3.3922553352368414,88.74307285374984
131823,1999-08-05,7322.900687645265,52.4954507512354,0.26070075645689195,1.7502155880157089,261.7004732694435
131823,2000-08-17,6602.403956546803,52.4954507512354,1.0305199838935506,2.2080162195037984,132.9298506050218
131823,2001-08-09,6249.621325291458,52.4954507512354,0.7847433808707556,2.0354151998203642,136.74250633238933
131823,2002-08-16,7343.986241244511,52.4954507512354,0.13578928235751206,1.3232023374066484,217.11280682699862
131823,2004-08-12,8060.605341369918,52.4954507512354,0.15028391269245425,1.417618037074666,241.23335355780466
131823,2005-08-09,6497.286930227131,52.4954507512354,0.6202111716317896,2.2357211350768766,229.29018739653523
131823,2006-08-15,7440.212083044569,52.4954507512354,0.6940699776783346,2.035067073516942,154.52725169665683
131823,2007-08-07,5075.845862651423,52.4954507512354,2.171419102090805,2.9379258035466584,148.61100586767034
131823,2008-08-12,5445.928142944911,52.4954507512354,0.8901406252524593,2.203199290725711,152.88852255790874
131823,2009-08-11,6277.938468031974,52.4954507512354,1.919626478809369,3.0872766513692813,195.06622091329066
131823,2010-08-10,6781.144938268456,52.4954507512354,2.0709282508765927,2.932758140257305,155.0014821373392
131823,2011-08-16,5919.614241723078,52.4954507512354,1.768594535403025,3.127076006720773,220.0184952254196
131823,2012-08-07,5842.488778922292,52.4954507512354,4.821264714365816,4.1629659511780845,190.4231548072507
131823,2013-08-06,6029.114858825844,52.4954507512354,4.029126696745896,2.781443261258408,67.96289158865254
131823,2014-08-12,4032.17075887062,52.4954507512354,5.525900601793676,3.956062553989312,142.57997641991918
