lake,date,st,zv,lmo,wind,swr
20583,1966-08-12,16.725146616973934,8.718613600583733,0.6617038846426224,2.3164663813346915,239.0487503671814
20583,1967-08-04,70.56163522597996,8.718613600583733,0.03543224409177125,0.9029270243172266,264.3817374214137
20583,1969-08-22,0.7211762139191614,8.718613600583733,0.3991368732816709,1.9644191486150417,241.68671709688886
20583,1972-08-28,63.22576724400991,8.718613600583733,0.5112684098061985,2.1762850444874995,256.5491205289702
20583,1991-08-18,62.20708585018082,8.718613600583733,0.2517477124650832,1.6552903071340501,229.26044961960957
20583,1992-08-14,117.44462822838084,8.718613600583733,0.6934014692905186,2.424591115034141,261.579031429458
20583,1993-08-18,58.273526785122144,8.718613600583733,0.09148566621784533,1.1280599167742396,199.6712814297758
20583,1994-08-13,159.21503095076764,8.718613600583733,0.13452299225986136,1.4452611308208902,285.5713314284406
20583,1995-08-18,4.674013785209928,8.718613600583733,0.8309545243597966,2.455451431250847,226.7195363404697
20583,1996-08-15,66.4573700848595,8.718613600583733,0.4817762215122193,2.1835587939161307,274.9928905093617
20583,1997-08-14,101.02064476591191,8.718613600583733,1.4582837597044518,3.0495808761282066,247.4859702125265
20583,1998-08-15,243.12936338983872,8.718613600583733,0.5152487837455789,2.1803852730638824,256.00880454551526
20583,1999-08-15,40.7169439985956,8.718613600583733,0.15790824504800696,1.1710689156902114,129.42396785461776
20583,2000-08-13,83.57035999859515,8.718613600583733,0.1687402342420607,1.4994595739727725,254.2481454357919
20583,2002-08-08,24.752165673412385,8.718613600583733,0.14878306234006564,1.4835036663200065,279.2444404600227
20583,2003-08-26,99.22838652539717,8.718613600583733,0.5327579448356085,2.1554772908993227,239.20627989905853
