"","date","st","zv","zg","lmo","wind","swr"
"34249",2014-07-22 22:00:00,939.654925492649,11.0376093314898,9.11519336886091,1244.37032502403,1.96,0.077
"34250",2014-07-22 23:00:00,936.250380312679,11.0376093314898,8.94258160342152,1306.87609119277,1.69,0.047
"34251",2014-07-23,922.819439120218,11.0376093314898,8.58163143908111,207.855837806451,1.07,0.075
"34252",2014-07-23 01:00:00,930.800766656231,11.0376093314898,8.92625450728223,193.879872292587,1.09,0.085
"34253",2014-07-23 02:00:00,930.138617322494,11.0376093314898,8.92933422501495,608.931275093115,1.75,0.112
"34254",2014-07-23 03:00:00,928.654298640203,11.0376093314898,8.83776843091705,1759.59913337364,2.5,0.113
"34255",2014-07-23 04:00:00,924.70020042926,11.0376093314898,8.83289782888209,4.48725924275155,1.42,8.12
"34256",2014-07-23 05:00:00,918.698453613071,11.0376093314898,8.86710968450524,0.242167117388195,1.25,102.633
"34257",2014-07-23 06:00:00,914.031613661823,11.0376093314898,8.91297191415226,0.698539704705234,2.22,199.315
"34258",2014-07-23 07:00:00,913.036315539567,11.0376093314898,8.79688165143909,0.140146373094469,1.26,181.636
"34259",2014-07-23 08:00:00,929.50012640464,11.0376093314898,8.73578335388385,0.00494878004510749,0.54,404.907
"34260",2014-07-23 09:00:00,939.627121725894,11.0376093314898,8.70879543198175,0.00294643369006456,0.49,508.117
"34261",2014-07-23 10:00:00,942.068141981755,11.0376093314898,8.70140527093609,0.0246581709429449,0.92,401.86
"34262",2014-07-23 11:00:00,953.781352533306,11.0376093314898,9.04029207644999,0.0508211204660867,1.29,537.523
"34263",2014-07-23 12:00:00,960.440082997751,11.0376093314898,8.97322034773754,0.237264706497248,2.19,563.341
"34264",2014-07-23 13:00:00,970.20816063091,11.0376093314898,8.9350205148308,0.107490951076188,1.8,690.427
"34265",2014-07-23 14:00:00,972.521849242846,11.0376093314898,8.92251860313572,0.66849513193354,3.22,635.538
"34266",2014-07-23 15:00:00,967.529025837442,11.0376093314898,8.80006531175821,1.31381187357851,3.5,415.282
"34267",2014-07-23 16:00:00,964.29328320313,11.0376093314898,8.71825212846544,1.35948449131456,3.65,455.173
"34268",2014-07-23 17:00:00,959.18095841567,11.0376093314898,8.71482842377327,2.24241631328276,3.68,282.813
"34269",2014-07-23 18:00:00,947.940171564073,11.0376093314898,9.0790968047113,4.54245653560284,3.6,130.704
"34270",2014-07-23 19:00:00,935.90231063306,11.0376093314898,9.07972914635651,22.4279972853923,2.83,12.86
"34271",2014-07-23 20:00:00,928.609838052063,11.0376093314898,8.92152109547144,465.512864940888,1.52,0.096
"34272",2014-07-23 21:00:00,926.004037717979,11.0376093314898,9.01781014809584,51.0559007126232,0.74,0.101
"34273",2014-07-23 22:00:00,923.647523777213,11.0376093314898,9.12478895262453,23.9812973693223,0.53,0.079
"34274",2014-07-23 23:00:00,917.174289549597,11.0376093314898,8.90956232087869,97.0164034501951,0.83,0.075
"34275",2014-07-24,917.21992278051,11.0376093314898,8.96360084913086,21.7796695525727,0.58,0.114
"34276",2014-07-24 01:00:00,914.833403864155,11.0376093314898,8.83942187411038,10.3238310163718,0.44,0.105
"34277",2014-07-24 02:00:00,910.881860631884,11.0376093314898,8.90555271418909,32.7122715892221,0.67,0.117
"34278",2014-07-24 03:00:00,912.429768490515,11.0376093314898,9.0107568105847,1759.74392324519,2.2,0.077
"34279",2014-07-24 04:00:00,909.212425641255,11.0376093314898,8.99982905738665,25.3174376936579,2.26,5.802
"34280",2014-07-24 05:00:00,906.790279833765,11.0376093314898,9.01295278194521,2.84486527285515,2.26,51.634
"34281",2014-07-24 06:00:00,910.211497642298,11.0376093314898,9.01764878778389,0.100086711952369,1.23,236.598
"34282",2014-07-24 07:00:00,914.011411301882,11.0376093314898,8.99060297183135,0.0118205079177097,0.73,418.798
"34283",2014-07-24 08:00:00,922.413252610067,11.0376093314898,8.8790648107,0.0162359778776371,0.9,571.375
"34284",2014-07-24 09:00:00,935.076460902611,11.0376093314898,8.92566977433859,0.000768459527860662,0.35,709.995
"34285",2014-07-24 10:00:00,941.596097019169,11.0376093314898,9.00210718687558,0.00326542277032073,0.57,721.701
"34286",2014-07-24 11:00:00,954.591487694066,11.0376093314898,8.97639974901544,0.0019200711783707,0.47,688.095
"34287",2014-07-24 12:00:00,979.70030210362,11.0376093314898,8.77034041123789,0.00503451076785534,0.67,760.22
"34288",2014-07-24 13:00:00,979.456334328284,11.0376093314898,8.82926192473531,0.0249590631078584,1.11,697.289
"34289",2014-07-24 14:00:00,975.692929249332,11.0376093314898,8.99824438081539,0.134006969410826,1.5,320.493
"34290",2014-07-24 15:00:00,977.791696690645,11.0376093314898,8.9734899332943,0.457982727434262,2.43,398.696
"34291",2014-07-24 16:00:00,977.650872648993,11.0376093314898,8.88742316053909,0.452661929716382,2.25,320.218
"34292",2014-07-24 17:00:00,976.06241270083,11.0376093314898,8.92788536469314,1.1090268111266,2.63,208.736
"34293",2014-07-24 18:00:00,978.065111381286,11.0376093314898,8.98282413113849,5.31273271137397,2.93,60.25
"34294",2014-07-24 19:00:00,976.962713045893,11.0376093314898,8.9287204496052,4.57187765434016,1.69,13.435
"34295",2014-07-24 20:00:00,978.290564575132,11.0376093314898,8.91073187366599,312.157654206522,1.15,0.062
"34296",2014-07-24 21:00:00,979.597510758126,11.0376093314898,9.01546395219381,2126.42440578966,2.18,0.062
"34297",2014-07-24 22:00:00,977.388244037199,11.0376093314898,8.9708397213246,11180.3699778626,3.22,0.038
"34298",2014-07-24 23:00:00,966.754791472428,11.0376093314898,9.02509801142751,22788.5374636844,3.06,0.016
"34299",2014-07-25,962.778814945846,11.0376093314898,9.02688507827797,6935.64508364865,3.46,0.076
"34300",2014-07-25 01:00:00,962.643201362656,11.0376093314898,8.93519299054378,86336.8569245782,3.44,0.006
"34301",2014-07-25 02:00:00,956.550844867922,11.0376093314898,8.87466265381317,11087.5889657366,3.32,0.042
"34302",2014-07-25 03:00:00,949.7477312866,11.0376093314898,8.88497989384813,15662.0565323793,4,0.052
"34303",2014-07-25 04:00:00,945.774972100135,11.0376093314898,8.87582101769283,136.098097499101,4.19,6.878
"34304",2014-07-25 05:00:00,947.101124681702,11.0376093314898,8.84851040593402,21.6593466840789,3.57,26.732
