DateTime,TemperatureAboveSurface_degC,LightAboveSurface_units,SensorA_DepthFromTop_m,SensorA_Temp_degC,SensorA_Light_Lux,SensorB_DepthFromTop_m,SensorB_Temp_degC,SensorB_Light_Lux,SensorC_DepthFromTop_m,SensorC_Temp_degC,SensorC_Light_Lux,SensorD_DepthFromTop_m,SensorD_Temp_degC,SensorD_Light_Lux,SensorE_DepthFromTop_m,SensorE_Temp_degC,SensorE_Light_Lux,SensorF_DepthFromTop_m,SensorF_Temp_degC,SensorF_Light_Lux,SensorG_DepthFromTop_m,SensorG_Temp_degC,SensorG_Light_Lux,PondMaxDepth_m,IsNight,dayNight,Day,Night
6/17/2019 11:00,NA,NA,0.16,19.76,NA,0.41,19.66,NA,0.66,18.81,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.63,NA,1.96,FALSE,day,12,NA
6/17/2019 11:30,NA,NA,0.16,19.95,NA,0.41,19.76,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.63,NA,1.96,FALSE,day,12,NA
6/17/2019 12:00,NA,NA,0.16,20.33,NA,0.41,19.95,NA,0.66,19,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.64,NA,1.96,FALSE,day,12,NA
6/17/2019 12:30,NA,NA,0.16,20.52,NA,0.41,19.95,NA,0.66,19,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 13:00,NA,NA,0.16,20.52,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 13:30,NA,NA,0.16,20.42,NA,0.41,19.85,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 14:00,NA,NA,0.16,20.62,NA,0.41,19.85,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.64,NA,1.96,FALSE,day,12,NA
6/17/2019 14:30,NA,NA,0.16,20.42,NA,0.41,19.85,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.64,NA,1.96,FALSE,day,12,NA
6/17/2019 15:00,NA,NA,0.16,20.62,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 15:30,NA,NA,0.16,20.81,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 16:00,NA,NA,0.16,20.71,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 16:30,NA,NA,0.16,20.81,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 17:00,NA,NA,0.16,20.81,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 17:30,NA,NA,0.16,20.81,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 18:00,NA,NA,0.17,20.9,NA,0.42,19.95,NA,0.67,19,NA,0.92,17.28,NA,1.17,15.76,NA,1.54,13.4,NA,1.82,11.67,NA,1.97,FALSE,day,12,NA
6/17/2019 18:30,NA,NA,0.17,20.9,NA,0.42,19.95,NA,0.67,18.9,NA,0.92,17.28,NA,1.17,15.86,NA,1.54,13.4,NA,1.82,11.67,NA,1.97,FALSE,day,12,NA
6/17/2019 19:00,NA,NA,0.16,20.9,NA,0.41,19.95,NA,0.66,19,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 19:30,NA,NA,0.16,20.9,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.66,NA,1.96,FALSE,day,12,NA
6/17/2019 20:00,NA,NA,0.16,20.9,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.3,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 20:30,NA,NA,0.16,21,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 21:00,NA,NA,0.16,20.9,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,FALSE,day,12,NA
6/17/2019 21:30,NA,NA,0.16,20.71,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/17/2019 22:00,NA,NA,0.16,20.71,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/17/2019 22:30,NA,NA,0.16,20.52,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/17/2019 23:00,NA,NA,0.15,20.42,NA,0.4,19.95,NA,0.65,18.9,NA,0.9,17.28,NA,1.15,15.76,NA,1.52,13.4,NA,1.8,11.67,NA,1.95,TRUE,night,NA,12
6/17/2019 23:30,NA,NA,0.15,20.33,NA,0.4,20.04,NA,0.65,18.9,NA,0.9,17.28,NA,1.15,15.76,NA,1.52,13.4,NA,1.8,11.67,NA,1.95,TRUE,night,NA,12
6/18/2019 0:00,NA,NA,0.16,20.14,NA,0.41,20.04,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/18/2019 0:30,NA,NA,0.16,20.04,NA,0.41,20.14,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,TRUE,night,NA,12
6/18/2019 1:00,NA,NA,0.16,19.95,NA,0.41,20.04,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/18/2019 1:30,NA,NA,0.16,19.85,NA,0.41,19.95,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.67,NA,1.96,TRUE,night,NA,12
6/18/2019 2:00,NA,NA,0.16,19.76,NA,0.41,19.85,NA,0.66,18.9,NA,0.91,17.19,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,TRUE,night,NA,12
6/18/2019 2:30,NA,NA,0.16,19.66,NA,0.41,19.76,NA,0.66,18.9,NA,0.91,17.19,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,TRUE,night,NA,12
6/18/2019 3:00,NA,NA,0.16,19.57,NA,0.41,19.66,NA,0.66,18.9,NA,0.91,17.19,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,TRUE,night,NA,12
6/18/2019 3:30,NA,NA,0.16,19.47,NA,0.41,19.57,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,TRUE,night,NA,12
6/18/2019 4:00,NA,NA,0.16,19.38,NA,0.41,19.47,NA,0.66,19,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,TRUE,night,NA,12
6/18/2019 4:30,NA,NA,0.16,19.28,NA,0.41,19.38,NA,0.66,19,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,TRUE,night,NA,12
6/18/2019 5:00,NA,NA,0.16,19.19,NA,0.41,19.28,NA,0.66,19.09,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,TRUE,night,NA,12
6/18/2019 5:30,NA,NA,0.16,19.09,NA,0.41,19.19,NA,0.66,19.09,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 6:00,NA,NA,0.16,19,NA,0.41,19.19,NA,0.66,19,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 6:30,NA,NA,0.16,18.9,NA,0.41,19.09,NA,0.66,18.9,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 7:00,NA,NA,0.15,18.9,NA,0.4,19,NA,0.65,18.9,NA,0.9,17.28,NA,1.15,15.76,NA,1.52,13.4,NA,1.8,11.68,NA,1.95,FALSE,day,13,NA
6/18/2019 7:30,NA,NA,0.16,18.81,NA,0.41,19,NA,0.66,18.81,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 8:00,NA,NA,0.16,18.81,NA,0.41,18.9,NA,0.66,18.81,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 8:30,NA,NA,0.16,18.81,NA,0.41,18.9,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 9:00,NA,NA,0.16,18.9,NA,0.41,18.9,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 9:30,NA,NA,0.16,19,NA,0.41,18.9,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.68,NA,1.96,FALSE,day,13,NA
6/18/2019 10:00,NA,NA,0.16,19.09,NA,0.41,19,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.7,NA,1.96,FALSE,day,13,NA
6/18/2019 10:30,NA,NA,0.16,19.09,NA,0.41,19,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.71,NA,1.96,FALSE,day,13,NA
6/18/2019 11:00,NA,NA,0.16,19.47,NA,0.41,19.19,NA,0.66,18.71,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.71,NA,1.96,FALSE,day,13,NA
6/18/2019 11:30,NA,NA,0.16,19.57,NA,0.41,19.28,NA,0.66,18.81,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 12:00,NA,NA,0.16,19.57,NA,0.41,19.19,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 12:30,NA,NA,0.16,20.04,NA,0.41,19.38,NA,0.66,18.9,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 13:00,NA,NA,0.16,19.95,NA,0.41,19.28,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 13:30,NA,NA,0.16,20.04,NA,0.41,19.28,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 14:00,NA,NA,0.16,19.85,NA,0.41,19.19,NA,0.66,18.71,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 14:30,NA,NA,0.16,19.95,NA,0.41,19.28,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 15:00,NA,NA,0.16,20.14,NA,0.41,19.38,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.72,NA,1.96,FALSE,day,13,NA
6/18/2019 15:30,NA,NA,0.16,20.14,NA,0.41,19.28,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.74,NA,1.96,FALSE,day,13,NA
6/18/2019 16:00,NA,NA,0.16,20.42,NA,0.41,19.38,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.74,NA,1.96,FALSE,day,13,NA
6/18/2019 16:30,NA,NA,0.16,20.52,NA,0.41,19.47,NA,0.66,18.9,NA,0.91,17.38,NA,1.16,15.76,NA,1.53,13.4,NA,1.81,11.74,NA,1.96,FALSE,day,13,NA
6/18/2019 17:00,NA,NA,0.16,20.52,NA,0.41,19.38,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.3,NA,1.81,11.75,NA,1.96,FALSE,day,13,NA
6/18/2019 17:30,NA,NA,0.16,20.62,NA,0.41,19.38,NA,0.66,18.81,NA,0.91,17.48,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.75,NA,1.96,FALSE,day,13,NA
6/18/2019 18:00,NA,NA,0.17,20.71,NA,0.42,19.47,NA,0.67,18.81,NA,0.92,17.38,NA,1.17,15.86,NA,1.54,13.4,NA,1.82,11.74,NA,1.97,FALSE,day,13,NA
6/18/2019 18:30,NA,NA,0.17,20.81,NA,0.42,19.47,NA,0.67,18.81,NA,0.92,17.28,NA,1.17,15.95,NA,1.54,13.4,NA,1.82,11.74,NA,1.97,FALSE,day,13,NA
6/18/2019 19:00,NA,NA,0.16,20.71,NA,0.41,19.38,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.74,NA,1.96,FALSE,day,13,NA
6/18/2019 19:30,NA,NA,0.16,20.81,NA,0.41,19.47,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.74,NA,1.96,FALSE,day,13,NA
6/18/2019 20:00,NA,NA,0.16,20.81,NA,0.41,19.47,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.75,NA,1.96,FALSE,day,13,NA
6/18/2019 20:30,NA,NA,0.16,20.81,NA,0.41,19.47,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.75,NA,1.96,FALSE,day,13,NA
6/18/2019 21:00,NA,NA,0.15,20.9,NA,0.4,19.47,NA,0.65,18.81,NA,0.9,17.28,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.75,NA,1.95,FALSE,day,13,NA
6/18/2019 21:30,NA,NA,0.15,20.71,NA,0.4,19.38,NA,0.65,18.81,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.75,NA,1.95,TRUE,night,NA,13
6/18/2019 22:00,NA,NA,0.15,20.52,NA,0.4,19.38,NA,0.65,18.81,NA,0.9,17.28,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.75,NA,1.95,TRUE,night,NA,13
6/18/2019 22:30,NA,NA,0.15,20.33,NA,0.4,19.47,NA,0.65,18.81,NA,0.9,17.28,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.75,NA,1.95,TRUE,night,NA,13
6/18/2019 23:00,NA,NA,0.15,20.14,NA,0.4,19.47,NA,0.65,18.71,NA,0.9,17.28,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.75,NA,1.95,TRUE,night,NA,13
6/18/2019 23:30,NA,NA,0.16,19.95,NA,0.41,19.47,NA,0.66,18.81,NA,0.91,17.28,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.76,NA,1.96,TRUE,night,NA,13
6/19/2019 0:00,NA,NA,0.15,19.85,NA,0.4,19.47,NA,0.65,18.71,NA,0.9,17.28,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 0:30,NA,NA,0.15,19.66,NA,0.4,19.47,NA,0.65,18.71,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 1:00,NA,NA,0.16,19.57,NA,0.41,19.57,NA,0.66,18.71,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.76,NA,1.96,TRUE,night,NA,13
6/19/2019 1:30,NA,NA,0.15,19.38,NA,0.4,19.47,NA,0.65,18.71,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 2:00,NA,NA,0.15,19.28,NA,0.4,19.47,NA,0.65,18.71,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 2:30,NA,NA,0.15,19.19,NA,0.4,19.38,NA,0.65,18.81,NA,0.9,17.48,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 3:00,NA,NA,0.16,19.09,NA,0.41,19.28,NA,0.66,18.71,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.76,NA,1.96,TRUE,night,NA,13
6/19/2019 3:30,NA,NA,0.16,19,NA,0.41,19.19,NA,0.66,18.81,NA,0.91,17.48,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.77,NA,1.96,TRUE,night,NA,13
6/19/2019 4:00,NA,NA,0.15,19,NA,0.4,19.09,NA,0.65,18.9,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,TRUE,night,NA,13
6/19/2019 4:30,NA,NA,0.15,18.81,NA,0.4,19,NA,0.65,18.81,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.76,NA,1.95,TRUE,night,NA,13
6/19/2019 5:00,NA,NA,0.16,18.81,NA,0.41,18.9,NA,0.66,18.81,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.77,NA,1.96,TRUE,night,NA,13
6/19/2019 5:30,NA,NA,0.16,18.71,NA,0.41,18.81,NA,0.66,18.71,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.77,NA,1.96,FALSE,day,14,NA
6/19/2019 6:00,NA,NA,0.15,18.62,NA,0.4,18.81,NA,0.65,18.62,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,FALSE,day,14,NA
6/19/2019 6:30,NA,NA,0.15,18.62,NA,0.4,18.71,NA,0.65,18.62,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,FALSE,day,14,NA
6/19/2019 7:00,NA,NA,0.15,18.52,NA,0.4,18.71,NA,0.65,18.52,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,FALSE,day,14,NA
6/19/2019 7:30,NA,NA,0.15,18.52,NA,0.4,18.62,NA,0.65,18.52,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,FALSE,day,14,NA
6/19/2019 8:00,NA,NA,0.16,18.52,NA,0.41,18.62,NA,0.66,18.43,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.77,NA,1.96,FALSE,day,14,NA
6/19/2019 8:30,NA,NA,0.15,18.52,NA,0.4,18.52,NA,0.65,18.43,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.77,NA,1.95,FALSE,day,14,NA
6/19/2019 9:00,NA,NA,0.15,18.62,NA,0.4,18.62,NA,0.65,18.43,NA,0.9,17.38,NA,1.15,15.86,NA,1.52,13.4,NA,1.8,11.79,NA,1.95,FALSE,day,14,NA
6/19/2019 9:30,NA,NA,0.15,18.71,NA,0.4,18.62,NA,0.65,18.43,NA,0.9,17.38,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.79,NA,1.95,FALSE,day,14,NA
6/19/2019 10:00,NA,NA,0.16,19,NA,0.41,18.81,NA,0.66,18.52,NA,0.91,17.38,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.79,NA,1.96,FALSE,day,14,NA
6/19/2019 10:30,NA,NA,0.15,19,NA,0.4,18.71,NA,0.65,18.43,NA,0.9,17.38,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.79,NA,1.95,FALSE,day,14,NA
6/19/2019 11:00,NA,NA,0.16,19.19,NA,0.41,18.9,NA,0.66,18.52,NA,0.91,17.38,NA,1.16,15.86,NA,1.53,13.4,NA,1.81,11.79,NA,1.96,FALSE,day,14,NA
6/19/2019 11:30,NA,NA,0.15,19.09,NA,0.4,18.81,NA,0.65,18.52,NA,0.9,17.38,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.79,NA,1.95,FALSE,day,14,NA
6/19/2019 12:00,NA,NA,0.16,19.66,NA,0.41,19.09,NA,0.66,18.71,NA,0.91,17.57,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.8,NA,1.96,FALSE,day,14,NA
6/19/2019 12:30,NA,NA,0.15,19.28,NA,0.4,18.9,NA,0.65,18.52,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.8,NA,1.95,FALSE,day,14,NA
6/19/2019 13:00,NA,NA,0.16,19.85,NA,0.41,19.09,NA,0.66,18.62,NA,0.91,17.38,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.8,NA,1.96,FALSE,day,14,NA
6/19/2019 13:30,NA,NA,0.16,19.66,NA,0.41,19,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.5,NA,1.81,11.8,NA,1.96,FALSE,day,14,NA
6/19/2019 14:00,NA,NA,0.16,20.23,NA,0.41,19.09,NA,0.66,18.71,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.8,NA,1.96,FALSE,day,14,NA
6/19/2019 14:30,NA,NA,0.16,20.04,NA,0.41,19.09,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.5,NA,1.81,11.81,NA,1.96,FALSE,day,14,NA
6/19/2019 15:00,NA,NA,0.16,20.42,NA,0.41,19.19,NA,0.66,18.62,NA,0.91,17.38,NA,1.16,15.95,NA,1.53,13.5,NA,1.81,11.81,NA,1.96,FALSE,day,14,NA
6/19/2019 15:30,NA,NA,0.16,20.52,NA,0.41,19.19,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.5,NA,1.81,11.83,NA,1.96,FALSE,day,14,NA
6/19/2019 16:00,NA,NA,0.16,20.62,NA,0.41,19.19,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.5,NA,1.81,11.81,NA,1.96,FALSE,day,14,NA
6/19/2019 16:30,NA,NA,0.15,20.81,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,16.05,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,FALSE,day,14,NA
6/19/2019 17:00,NA,NA,0.16,20.9,NA,0.41,19.28,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,16.05,NA,1.53,13.5,NA,1.81,11.83,NA,1.96,FALSE,day,14,NA
6/19/2019 17:30,NA,NA,0.15,20.81,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,16.05,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,FALSE,day,14,NA
6/19/2019 18:00,NA,NA,0.16,20.81,NA,0.41,19.19,NA,0.66,18.62,NA,0.91,17.57,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.83,NA,1.96,FALSE,day,14,NA
6/19/2019 18:30,NA,NA,0.16,21,NA,0.41,19.28,NA,0.66,18.62,NA,0.91,17.48,NA,1.16,15.95,NA,1.53,13.4,NA,1.81,11.81,NA,1.96,FALSE,day,14,NA
6/19/2019 19:00,NA,NA,0.15,21.09,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.83,NA,1.95,FALSE,day,14,NA
6/19/2019 19:30,NA,NA,0.15,21.19,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.81,NA,1.95,FALSE,day,14,NA
6/19/2019 20:00,NA,NA,0.15,21.19,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,FALSE,day,14,NA
6/19/2019 20:30,NA,NA,0.15,21.28,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.81,NA,1.95,FALSE,day,14,NA
6/19/2019 21:00,NA,NA,0.15,21.19,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,FALSE,day,14,NA
6/19/2019 21:30,NA,NA,0.15,21.28,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/19/2019 22:00,NA,NA,0.15,21.28,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/19/2019 22:30,NA,NA,0.15,21.28,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/19/2019 23:00,NA,NA,0.15,21.09,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/19/2019 23:30,NA,NA,0.15,20.9,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.4,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/20/2019 0:00,NA,NA,0.15,20.71,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.38,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
6/20/2019 0:30,NA,NA,0.15,20.52,NA,0.4,19.28,NA,0.65,18.62,NA,0.9,17.48,NA,1.15,15.95,NA,1.52,13.5,NA,1.8,11.83,NA,1.95,TRUE,night,NA,14
