DateTime,TemperatureAboveSurface_degC,LightAboveSurface_units,SensorA_DepthFromTop_m,SensorA_Temp_degC,SensorA_Light_Lux,SensorB_DepthFromTop_m,SensorB_Temp_degC,SensorB_Light_Lux,SensorC_DepthFromTop_m,SensorC_Temp_degC,SensorC_Light_Lux,SensorD_DepthFromTop_m,SensorD_Temp_degC,SensorD_Light_Lux,SensorE_DepthFromTop_m,SensorE_Temp_degC,SensorE_Light_Lux,SensorF_DepthFromTop_m,SensorF_Temp_degC,SensorF_Light_Lux,PondMaxDepth_m
6/10/2018 0:00,13.21,NA,0,16.82,NA,0.5,16.82,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 0:10,13.14,NA,0,16.79,NA,0.5,16.79,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 0:20,13.29,NA,0,16.77,NA,0.5,16.77,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 0:30,13.38,NA,0,16.75,NA,0.5,16.75,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 0:40,13.33,NA,0,16.72,NA,0.5,16.72,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 0:50,13.21,NA,0,16.72,NA,0.5,16.72,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:00,13.12,NA,0,16.7,NA,0.5,16.7,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:10,13.21,NA,0,16.67,NA,0.5,16.67,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:20,13.19,NA,0,16.65,NA,0.5,16.65,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:30,13.24,NA,0,16.65,NA,0.5,16.65,0,1,15.28,0,1.5,13.17,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:40,13.17,NA,0,16.63,NA,0.5,16.63,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 1:50,13.09,NA,0,16.58,NA,0.5,16.58,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:00,12.97,NA,0,16.56,NA,0.5,16.56,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:10,12.71,NA,0,16.53,NA,0.5,16.53,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:20,12.3,NA,0,16.48,NA,0.5,16.48,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:30,11.93,NA,0,16.46,NA,0.5,16.46,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:40,11.62,NA,0,16.46,NA,0.5,16.46,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 2:50,11.25,NA,0,16.41,NA,0.5,16.41,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 3:00,11.11,NA,0,16.39,NA,0.5,16.39,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 3:10,11.06,NA,0,16.36,NA,0.5,16.36,0,1,15.28,0,1.5,13.08,0,2,10.19,0,2.5,7.86,0,2.5
6/10/2018 3:20,10.91,NA,0,16.32,NA,0.5,16.32,0,1,15.28,0,1.5,13.08,0,2,10.19,0,2.5,7.86,0,2.5
6/10/2018 3:30,10.81,NA,0,16.29,NA,0.5,16.29,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 3:40,10.62,NA,0,16.27,NA,0.5,16.27,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 3:50,10.37,NA,0,16.22,NA,0.5,16.22,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 4:00,10.42,NA,0,16.22,NA,0.5,16.22,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 4:10,10.37,NA,0,16.17,NA,0.5,16.17,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 4:20,10.32,NA,0,16.17,NA,0.5,16.17,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 4:30,10.25,NA,0,16.15,NA,0.5,16.15,0,1,15.28,0,1.5,13.08,0,2,10.19,0,2.5,7.86,0,2.5
6/10/2018 4:40,10.25,NA,0,16.13,NA,0.5,16.13,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 4:50,10.23,NA,0,16.08,NA,0.5,16.08,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:00,10.42,NA,0,16.05,NA,0.5,16.05,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:10,10.37,NA,0,16.03,NA,0.5,16.03,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:20,10.13,NA,0,16.01,NA,0.5,16.01,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:30,10.18,NA,0,15.98,NA,0.5,15.98,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:40,10.05,NA,0,15.96,NA,0.5,15.96,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 5:50,9.88,NA,0,15.94,NA,0.5,15.94,0,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:00,9.69,NA,0,15.91,NA,0.5,15.91,32.3,1,15.28,0,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:10,9.37,NA,0,15.89,NA,0.5,15.89,75.3,1,15.28,21.5,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:20,9.29,NA,0,15.86,NA,0.5,15.86,129.2,1,15.28,32.3,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:30,9.27,NA,0,15.84,NA,0.5,15.84,172.2,1,15.28,53.8,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:40,9.32,NA,0,15.82,NA,0.5,15.82,215.3,1,15.28,64.6,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 6:50,9.39,NA,0,15.82,NA,0.5,15.82,290.6,1,15.28,86.1,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:00,9.56,NA,0,15.79,NA,0.5,15.79,333.7,1,15.28,107.6,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:10,9.83,NA,0,15.77,NA,0.5,15.77,430.6,1,15.28,118.4,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:20,10.13,NA,0,15.72,NA,0.5,15.72,570.5,1,15.28,150.7,1.5,13.17,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:30,10.32,NA,0,15.7,NA,0.5,15.7,559.7,1,15.28,172.2,1.5,13.17,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:40,10.5,NA,0,15.7,NA,0.5,15.7,592,1,15.28,172.2,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 7:50,10.72,NA,0,15.7,NA,0.5,15.7,796.5,1,15.28,204.5,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 8:00,10.96,NA,0,15.67,NA,0.5,15.67,861.1,1,15.28,215.3,1.5,13.08,0,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 8:10,11.64,NA,0,15.65,NA,0.5,15.65,807.3,1,15.28,215.3,1.5,13.08,10.8,2,10.1,0,2.5,7.86,0,2.5
6/10/2018 8:20,11.86,NA,0,15.65,NA,0.5,15.65,990.3,1,15.38,279.9,1.5,13.17,10.8,2,10.1,10.8,2.5,7.86,0,2.5
