DateTime,TemperatureAboveSurface_degC,LightAboveSurface_PAR_umols/m^2/s,SensorA_DepthFromTop_m,SensorA_Temp_degC,SensorA_Light_Lux,SensorB_DepthFromTop_m,SensorB_Temp_degC,SensorB_Light_Lux,SensorC_DepthFromTop_m,SensorC_Temp_degC,SensorC_Light_Lux,SensorD_DepthFromTop_m,SensorD_Temp_degC,SensorD_Light_Lux,PondMaxDepth_m
6/10/2019 6:50,12.558,43.7,0.05,17.354,570.5,0.245,17.544,495.1,0.495,17.544,86.1,0.695,17.639,0,0.695
6/10/2019 7:00,12.847,48.7,0.05,17.354,667.4,0.245,17.544,570.5,0.495,17.544,107.6,0.695,17.639,0,0.695
6/10/2019 7:10,13.185,53.7,0.05,17.354,775,0.245,17.544,645.8,0.495,17.449,129.2,0.695,17.639,0,0.695
6/10/2019 7:20,13.401,56.2,0.05,17.354,861.1,0.245,17.544,731.9,0.495,17.449,150.7,0.695,17.544,0,0.695
6/10/2019 7:30,13.834,61.2,0.05,17.354,947.2,0.244,17.449,807.3,0.494,17.449,172.2,0.694,17.544,0,0.694
6/10/2019 7:40,14.17,63.7,0.05,17.354,936.5,0.243,17.449,882.6,0.493,17.449,193.8,0.693,17.544,0,0.693
6/10/2019 7:50,14.385,68.7,0.05,17.354,968.8,0.246,17.449,936.5,0.496,17.449,204.5,0.696,17.544,0,0.696
6/10/2019 8:00,14.625,73.7,0.05,17.354,1054.9,0.245,17.449,990.3,0.495,17.354,226,0.695,17.449,0,0.695
6/10/2019 8:10,14.936,81.2,0.05,17.354,1108.7,0.244,17.449,1054.9,0.494,17.354,236.8,0.694,17.449,0,0.694
6/10/2019 8:20,15.318,133.7,0.05,17.354,1162.5,0.244,17.449,1141,0.494,17.354,269.1,0.694,17.449,0,0.694
6/10/2019 8:30,16.344,296.2,0.05,17.354,3100,0.245,17.449,1270.1,0.495,17.354,279.9,0.695,17.449,0,0.695
6/10/2019 8:40,16.963,93.7,0.05,17.354,1550,0.247,17.449,2152.8,0.497,17.354,635.1,0.697,17.449,0,0.697
6/10/2019 8:50,16.939,358.7,0.05,17.354,1377.8,0.247,17.449,1356.3,0.497,17.354,344.4,0.697,17.449,0,0.697
6/10/2019 9:00,17.177,138.7,0.05,17.354,1550,0.245,17.449,1377.8,0.495,17.354,398.3,0.695,17.449,0,0.695
6/10/2019 9:10,17.486,158.7,0.05,17.449,1550,0.246,17.449,1463.9,0.496,17.354,355.2,0.696,17.354,0,0.696
6/10/2019 9:20,17.724,163.7,0.05,17.544,2066.7,0.246,17.449,1894.5,0.496,17.354,398.3,0.696,17.354,0,0.696
6/10/2019 9:30,18.176,116.2,0.05,17.544,1550,0.244,17.449,1550,0.494,17.354,409,0.694,17.354,0,0.694
6/10/2019 9:40,18.913,331.2,0.05,17.639,1334.7,0.246,17.449,1550,0.496,17.354,398.3,0.696,17.354,0,0.696
6/10/2019 9:50,19.222,238.7,0.05,17.734,2497.2,0.246,17.449,1894.5,0.496,17.354,505.9,0.696,17.354,0,0.696
6/10/2019 10:00,19.389,131.2,0.05,17.829,2152.8,0.247,17.544,1808.3,0.497,17.354,505.9,0.697,17.354,0,0.697
6/10/2019 10:10,19.674,133.7,0.05,17.924,1894.5,0.247,17.544,2238.9,0.497,17.354,430.6,0.697,17.258,0,0.697
6/10/2019 10:20,19.888,403.7,0.05,17.924,2411.1,0.245,17.544,1550,0.495,17.354,387.5,0.695,17.258,0,0.695
6/10/2019 10:30,20.436,816.2,0.05,18.019,4822.3,0.246,17.544,1722.2,0.496,17.354,516.7,0.696,17.258,0,0.696
6/10/2019 10:40,20.817,721.2,0.05,18.305,11711.2,0.248,17.544,2927.8,0.498,17.354,1280.9,0.698,17.258,0,0.698
6/10/2019 10:50,21.103,1253.7,0.05,18.305,10677.8,0.246,17.544,3100,0.496,17.354,958,0.696,17.258,0,0.696
6/10/2019 11:00,21.748,1628.7,0.05,18.59,15155.7,0.248,17.544,3272.2,0.498,17.354,2238.9,0.698,17.258,0,0.698
6/10/2019 11:10,21.772,1403.7,0.05,18.685,6200,0.248,17.639,5166.7,0.498,17.354,2411.1,0.698,17.258,0,0.698
6/10/2019 11:20,22.106,576.2,0.05,18.685,4133.4,0.249,17.639,5511.1,0.499,17.354,1636.1,0.699,17.354,0,0.699
6/10/2019 11:30,21.604,258.7,0.05,18.875,14466.8,0.245,17.639,2325,0.495,17.354,979.5,0.695,17.354,0,0.695
6/10/2019 11:40,21.748,318.7,0.05,18.875,7577.8,0.246,17.639,2411.1,0.496,17.354,914.9,0.696,17.258,0,0.696
6/10/2019 11:50,21.843,351.2,0.05,18.971,9300.1,0.247,17.639,3272.2,0.497,17.354,1054.9,0.697,17.258,0,0.697
6/10/2019 12:00,21.939,303.7,0.05,19.161,1636.1,0.246,17.639,1894.5,0.496,17.354,947.2,0.696,17.258,0,0.696
6/10/2019 12:10,22.321,253.7,0.05,19.446,16533.4,0.245,17.639,2238.9,0.495,17.354,581.3,0.695,17.258,0,0.695
6/10/2019 12:20,22.537,436.2,0.05,20.208,21355.7,0.245,17.734,5511.1,0.495,17.354,1054.9,0.695,17.258,0,0.695
6/10/2019 12:30,22.896,801.2,0.05,21.257,11022.3,0.248,17.734,1722.2,0.498,17.449,581.3,0.698,17.258,0,0.698
6/10/2019 12:40,22.824,846.2,0.05,20.875,16533.4,0.246,17.924,7577.8,0.496,17.354,1722.2,0.696,17.258,0,0.696
6/10/2019 12:50,22.776,1178.7,0.05,21.352,30311.3,0.246,17.829,5166.7,0.496,17.449,2927.8,0.696,17.258,0,0.696
6/10/2019 13:00,23.112,1556.2,0.05,21.448,39955.8,0.249,18.019,23422.4,0.499,17.449,3100,0.699,17.258,0,0.699
6/10/2019 13:10,23.545,1578.7,0.05,21.925,42711.4,0.248,18.4,52355.9,0.498,17.449,3100,0.698,17.258,0,0.698
6/10/2019 13:20,22.968,1188.7,0.05,22.212,44089.2,0.248,18.495,44089.2,0.498,17.449,2755.6,0.698,17.258,0,0.698
6/10/2019 13:30,24.146,1851.2,0.05,22.596,35822.5,0.247,18.685,31689.1,0.497,17.544,5511.1,0.697,17.354,0,0.697
6/10/2019 13:40,24.412,1843.7,0.05,23.171,39955.8,0.247,18.305,15155.7,0.497,17.544,3100,0.697,17.354,0,0.697
6/10/2019 13:50,24.363,1818.7,0.05,23.267,85422.8,0.248,18.685,57867,0.498,17.544,2669.5,0.698,17.354,0,0.698
6/10/2019 14:00,23.593,1313.7,0.05,23.556,52355.9,0.249,18.21,11711.2,0.499,17.639,1824.5,0.699,17.354,0,0.699
6/10/2019 14:10,24.436,1653.7,0.05,23.46,6544.5,0.246,18.4,4305.6,0.496,17.734,979.5,0.696,17.354,0,0.696
6/10/2019 14:20,23.93,1043.7,0.05,23.652,52355.9,0.248,18.305,31689.1,0.498,17.544,2927.8,0.698,17.354,0,0.698
6/10/2019 14:30,23.665,1338.7,0.05,23.075,19977.9,0.249,18.21,10333.4,0.499,17.544,2066.7,0.699,17.354,0,0.699
6/10/2019 14:40,23.352,676.2,0.05,23.171,5166.7,0.247,18.115,6544.5,0.497,17.544,1463.9,0.697,17.354,0,0.697
6/10/2019 14:50,23.4,673.7,0.05,23.652,6544.5,0.244,18.115,4477.8,0.494,17.544,678.1,0.694,17.354,0,0.694
6/10/2019 15:00,23.978,366.2,0.05,23.556,6544.5,0.244,18.21,5166.7,0.494,17.544,1065.6,0.694,17.354,0,0.694
6/10/2019 15:10,23.545,293.7,0.05,23.556,17222.3,0.245,18.21,3272.2,0.495,17.544,914.9,0.695,17.354,0,0.695
6/10/2019 15:20,24.171,233.7,0.05,23.652,5166.7,0.247,18.21,3961.1,0.497,17.544,3788.9,0.697,17.354,0,0.697
6/10/2019 15:30,23.761,278.7,0.05,23.46,5338.9,0.246,18.21,5166.7,0.496,17.544,592,0.696,17.354,0,0.696
6/10/2019 15:40,24.002,193.7,0.05,23.363,7577.8,0.245,18.21,1550,0.495,17.544,290.6,0.695,17.354,0,0.695
6/10/2019 15:50,23.641,256.2,0.05,23.171,5166.7,0.243,18.4,9300.1,0.493,17.544,958,0.693,17.354,0,0.693
6/10/2019 16:00,24.098,221.2,0.05,23.171,1463.9,0.242,18.495,1722.2,0.492,17.639,226,0.692,17.354,0,0.692
6/10/2019 16:10,24.629,701.2,0.05,23.941,27555.7,0.244,18.875,28933.5,0.494,17.639,1259.4,0.694,17.258,0,0.694
6/10/2019 16:20,24.508,926.2,0.05,23.46,13089,0.246,18.4,3100,0.496,17.544,2411.1,0.696,17.354,0,0.696
6/10/2019 16:30,24.702,333.7,0.05,23.556,24800.2,0.246,18.495,7577.8,0.496,17.639,871.9,0.696,17.354,0,0.696
6/10/2019 16:40,24.702,403.7,0.05,23.556,16533.4,0.245,18.59,15844.5,0.495,17.639,947.2,0.695,17.354,0,0.695
6/10/2019 16:50,24.726,583.7,0.05,24.037,38578,0.243,18.78,22044.6,0.493,17.639,1216.3,0.693,17.258,0,0.693
6/10/2019 17:00,25.162,496.2,0.05,23.075,5338.9,0.245,18.495,4477.8,0.495,17.639,850.4,0.695,17.354,0,0.695
6/10/2019 17:10,24.798,531.2,0.05,22.979,3272.2,0.245,18.59,2927.8,0.495,17.639,979.5,0.695,17.354,0,0.695
6/10/2019 17:20,24.75,491.2,0.05,22.883,1291.7,0.245,18.59,4305.6,0.495,17.639,710.4,0.695,17.354,0,0.695
6/10/2019 17:30,24.944,431.2,0.05,22.883,3616.7,0.242,18.495,1011.8,0.492,17.639,129.2,0.692,17.354,0,0.692
6/10/2019 17:40,23.4,128.7,0.05,22.787,13089,0.244,18.495,2411.1,0.494,17.639,570.5,0.694,17.258,0,0.694
6/10/2019 17:50,24.557,453.7,0.05,23.267,17911.2,0.242,18.78,17222.3,0.492,17.639,1463.9,0.692,17.258,0,0.692
6/10/2019 18:00,24.436,568.7,0.05,22.5,1636.1,0.241,18.59,516.7,0.491,17.639,64.6,0.691,17.258,0,0.691
6/10/2019 18:10,22.848,143.7,0.05,22.404,5166.7,0.243,18.59,1636.1,0.493,17.639,376.7,0.693,17.258,0,0.693
6/10/2019 18:20,22.465,108.7,0.05,22.117,4133.4,0.242,18.59,979.5,0.492,17.639,193.8,0.692,17.258,0,0.692
6/10/2019 18:30,22.824,93.7,0.05,22.021,6544.5,0.242,18.59,1302.4,0.492,17.639,279.9,0.692,17.258,0,0.692
6/10/2019 18:40,22.537,116.2,0.05,21.925,5166.7,0.242,18.59,1463.9,0.492,17.639,269.1,0.692,17.258,0,0.692
6/10/2019 18:50,22.537,96.2,0.05,21.639,2066.7,0.243,18.685,1001,0.493,17.639,215.3,0.693,17.258,0,0.693
6/10/2019 19:00,22.489,68.7,0.05,21.543,753.5,0.242,18.685,807.3,0.492,17.639,129.2,0.692,17.258,0,0.692
6/10/2019 19:10,22.178,56.2,0.05,21.352,269.1,0.242,18.78,645.8,0.492,17.734,96.9,0.692,17.258,0,0.692
6/10/2019 19:20,21.795,46.2,0.05,21.161,645.8,0.241,18.78,624.3,0.491,17.639,96.9,0.691,17.258,0,0.691
6/10/2019 19:30,21.724,43.7,0.05,21.066,409,0.241,18.875,549,0.491,17.734,86.1,0.691,17.258,0,0.691
6/10/2019 19:40,20.936,36.2,0.05,20.875,452.1,0.24,18.875,484.4,0.49,17.734,75.3,0.69,17.258,0,0.69
6/10/2019 19:50,20.222,33.7,0.05,20.78,398.3,0.242,18.875,398.3,0.492,17.639,53.8,0.692,17.258,0,0.692
6/10/2019 20:00,19.77,28.7,0.05,20.589,312.2,0.241,18.971,290.6,0.491,17.639,43.1,0.691,17.258,0,0.691
6/10/2019 20:10,19.389,23.7,0.05,20.398,312.2,0.241,18.971,322.9,0.491,17.734,43.1,0.691,17.258,0,0.691
6/10/2019 20:20,19.127,21.2,0.05,20.303,215.3,0.243,18.971,215.3,0.493,17.639,32.3,0.693,17.163,0,0.693
6/10/2019 20:30,18.842,13.7,0.05,20.113,118.4,0.241,18.971,118.4,0.491,17.639,10.8,0.691,17.163,0,0.691
6/10/2019 20:40,18.485,8.7,0.05,20.017,86.1,0.24,18.971,86.1,0.49,17.734,10.8,0.69,17.163,0,0.69
6/10/2019 20:50,18.152,6.2,0.05,19.827,53.8,0.24,18.971,43.1,0.49,17.639,0,0.69,17.163,0,0.69
6/10/2019 21:00,17.819,1.2,0.05,19.637,10.8,0.241,18.971,10.8,0.491,17.734,0,0.691,17.163,0,0.691
6/10/2019 21:10,17.51,1.2,0.05,19.541,0,0.239,18.971,0,0.489,17.639,0,0.689,17.163,0,0.689
6/10/2019 21:20,17.201,1.2,0.05,19.351,0,0.239,18.971,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 21:30,16.796,1.2,0.05,19.256,0,0.239,18.971,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 21:40,16.654,1.2,0.05,19.161,0,0.241,18.971,0,0.491,17.734,0,0.691,17.163,0,0.691
6/10/2019 21:50,16.368,1.2,0.05,19.066,0,0.239,18.971,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 22:00,16.082,1.2,0.05,18.875,0,0.239,18.875,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 22:10,15.939,1.2,0.05,18.875,0,0.239,18.875,0,0.489,17.639,0,0.689,17.163,0,0.689
6/10/2019 22:20,15.724,1.2,0.05,18.78,0,0.239,18.875,0,0.489,17.639,0,0.689,17.163,0,0.689
6/10/2019 22:30,15.485,1.2,0.05,18.685,0,0.242,18.875,0,0.492,17.734,0,0.692,17.163,0,0.692
6/10/2019 22:40,15.175,1.2,0.05,18.685,0,0.24,18.875,0,0.49,17.734,0,0.69,17.163,0,0.69
6/10/2019 22:50,15.151,1.2,0.05,18.685,0,0.239,18.875,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 23:00,14.84,1.2,0.05,18.59,0,0.24,18.78,0,0.49,17.734,0,0.69,17.163,0,0.69
6/10/2019 23:10,14.721,1.2,0.05,18.495,0,0.24,18.78,0,0.49,17.734,0,0.69,17.163,0,0.69
6/10/2019 23:20,15.175,1.2,0.05,18.4,0,0.24,18.685,0,0.49,17.734,0,0.69,17.163,0,0.69
6/10/2019 23:30,15.247,1.2,0.05,18.4,0,0.24,18.685,0,0.49,17.734,0,0.69,17.163,0,0.69
6/10/2019 23:40,15.223,1.2,0.05,18.305,0,0.239,18.59,0,0.489,17.734,0,0.689,17.163,0,0.689
6/10/2019 23:50,14.816,1.2,0.05,18.4,0,0.239,18.59,0,0.489,17.734,0,0.689,17.068,0,0.689
6/11/2019 0:00,14.673,1.2,0.05,18.305,0,0.236,18.495,0,0.486,17.734,0,0.686,17.163,0,0.686
6/11/2019 0:10,14.673,1.2,0.05,18.21,0,0.238,18.495,0,0.488,17.734,0,0.688,17.068,0,0.688
6/11/2019 0:20,14.505,1.2,0.05,18.115,0,0.238,18.495,0,0.488,17.734,0,0.688,17.068,0,0.688
6/11/2019 0:30,14.337,1.2,0.05,18.115,0,0.236,18.4,0,0.486,17.734,0,0.686,17.068,0,0.686
6/11/2019 0:40,14.098,1.2,0.05,18.115,0,0.237,18.4,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 0:50,13.858,1.2,0.05,18.019,0,0.238,18.305,0,0.488,17.829,0,0.688,17.068,0,0.688
6/11/2019 1:00,13.906,1.2,0.05,17.924,0,0.24,18.305,0,0.49,17.829,0,0.69,17.068,0,0.69
6/11/2019 1:10,13.978,1.2,0.05,17.924,0,0.237,18.21,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 1:20,13.81,1.2,0.05,17.924,0,0.237,18.21,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 1:30,13.546,1.2,0.05,17.924,0,0.239,18.21,0,0.489,17.829,0,0.689,17.068,0,0.689
6/11/2019 1:40,13.425,1.2,0.05,17.829,0,0.24,18.115,0,0.49,17.924,0,0.69,17.068,0,0.69
6/11/2019 1:50,13.449,1.2,0.05,17.734,0,0.237,18.115,0,0.487,17.924,0,0.687,17.068,0,0.687
6/11/2019 2:00,13.209,1.2,0.05,17.734,0,0.237,18.019,0,0.487,17.924,0,0.687,17.068,0,0.687
6/11/2019 2:10,13.257,1.2,0.05,17.734,0,0.237,18.019,0,0.487,17.924,0,0.687,17.068,0,0.687
6/11/2019 2:20,13.04,1.2,0.05,17.734,0,0.237,17.924,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 2:30,13.137,1.2,0.05,17.639,0,0.237,17.924,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 2:40,12.968,1.2,0.05,17.639,0,0.236,17.924,0,0.486,17.829,0,0.686,17.068,0,0.686
6/11/2019 2:50,12.799,1.2,0.05,17.544,0,0.236,17.829,0,0.486,17.829,0,0.686,17.068,0,0.686
6/11/2019 3:00,12.534,1.2,0.05,17.544,0,0.236,17.829,0,0.486,17.829,0,0.686,17.068,0,0.686
6/11/2019 3:10,12.485,1.2,0.05,17.544,0,0.237,17.829,0,0.487,17.829,0,0.687,17.068,0,0.687
6/11/2019 3:20,12.34,1.2,0.05,17.544,0,0.237,17.829,0,0.487,17.734,0,0.687,17.068,0,0.687
6/11/2019 3:30,12.34,1.2,0.05,17.449,0,0.236,17.829,0,0.486,17.734,0,0.686,17.068,0,0.686
6/11/2019 3:40,12.558,1.2,0.05,17.449,0,0.236,17.734,0,0.486,17.734,0,0.686,16.973,0,0.686
6/11/2019 3:50,12.606,1.2,0.05,17.449,0,0.238,17.734,0,0.488,17.639,0,0.688,16.973,0,0.688
6/11/2019 4:00,12.558,1.2,0.05,17.449,0,0.237,17.734,0,0.487,17.639,0,0.687,17.068,0,0.687
6/11/2019 4:10,12.413,1.2,0.05,17.354,0,0.238,17.639,0,0.488,17.544,0,0.688,17.068,0,0.688
6/11/2019 4:20,12.025,1.2,0.05,17.449,0,0.236,17.639,0,0.486,17.544,0,0.686,16.973,0,0.686
6/11/2019 4:30,12.171,1.2,0.05,17.258,0,0.237,17.639,0,0.487,17.544,0,0.687,17.068,0,0.687
6/11/2019 4:40,12.316,1.2,0.05,17.258,0,0.237,17.544,0,0.487,17.544,0,0.687,16.973,0,0.687
6/11/2019 4:50,12.389,1.2,0.05,17.258,0,0.236,17.544,0,0.486,17.449,0,0.686,16.973,0,0.686
6/11/2019 5:00,12.606,1.2,0.05,17.258,0,0.236,17.449,0,0.486,17.449,0,0.686,16.973,0,0.686
6/11/2019 5:10,12.847,1.2,0.05,17.258,0,0.236,17.449,0,0.486,17.449,0,0.686,17.068,0,0.686
6/11/2019 5:20,12.654,1.2,0.05,17.258,10.8,0.235,17.449,0,0.485,17.354,0,0.685,16.973,0,0.685
6/11/2019 5:30,12.654,1.2,0.05,17.163,21.5,0.236,17.354,21.5,0.486,17.354,0,0.686,16.973,0,0.686
6/11/2019 5:40,12.799,3.7,0.05,17.163,53.8,0.236,17.354,53.8,0.486,17.354,0,0.686,16.973,0,0.686
6/11/2019 5:50,12.896,6.2,0.05,17.163,118.4,0.236,17.354,172.2,0.486,17.354,32.3,0.686,16.973,0,0.686
6/11/2019 6:00,12.992,18.7,0.05,17.163,258.3,0.236,17.354,301.4,0.486,17.354,64.6,0.686,16.973,0,0.686
6/11/2019 6:10,13.016,28.7,0.05,17.163,344.4,0.234,17.354,376.7,0.484,17.258,86.1,0.684,16.973,0,0.684
6/11/2019 6:20,13.305,41.2,0.05,17.068,484.4,0.236,17.354,559.7,0.486,17.258,129.2,0.686,16.973,0,0.686
6/11/2019 6:30,13.377,58.7,0.05,17.068,635.1,0.238,17.258,742.7,0.488,17.258,139.9,0.688,16.973,0,0.688
6/11/2019 6:40,13.69,53.7,0.05,17.068,441.3,0.236,17.258,484.4,0.486,17.258,96.9,0.686,16.973,0,0.686
6/11/2019 6:50,13.786,53.7,0.05,17.068,570.5,0.239,17.258,764.2,0.489,17.163,150.7,0.689,16.973,0,0.689
6/11/2019 7:00,14.194,78.7,0.05,17.068,731.9,0.237,17.258,850.4,0.487,17.163,183,0.687,16.973,0,0.687
6/11/2019 7:10,14.529,108.7,0.05,17.163,1302.4,0.236,17.258,1377.8,0.486,17.163,333.7,0.686,16.973,0,0.686
6/11/2019 7:20,14.84,141.2,0.05,17.163,1130.2,0.238,17.258,1356.3,0.488,17.163,301.4,0.688,16.973,0,0.688
6/11/2019 7:30,15.079,128.7,0.05,17.163,947.2,0.237,17.258,1162.5,0.487,17.163,247.6,0.687,16.973,0,0.687
6/11/2019 7:40,15.199,93.7,0.05,17.163,882.6,0.236,17.258,1022.6,0.486,17.163,215.3,0.686,16.973,0,0.686
6/11/2019 7:50,15.318,76.2,0.05,17.163,764.2,0.235,17.258,828.8,0.485,17.163,172.2,0.685,16.973,0,0.685
6/11/2019 8:00,15.509,98.7,0.05,17.163,1108.7,0.238,17.258,1367,0.488,17.163,279.9,0.688,16.973,0,0.688
6/11/2019 8:10,15.485,146.2,0.05,17.163,1377.8,0.236,17.258,1722.2,0.486,17.163,376.7,0.686,16.973,0,0.686
6/11/2019 8:20,15.724,166.2,0.05,17.163,1001,0.235,17.258,1001,0.485,17.163,247.6,0.685,16.973,0,0.685
6/11/2019 8:30,15.891,83.7,0.05,17.163,958,0.233,17.258,1184,0.483,17.163,236.8,0.683,16.973,0,0.683
6/11/2019 8:40,16.296,153.7,0.05,17.258,1550,0.237,17.258,2152.8,0.487,17.163,462.9,0.687,16.878,0,0.687
6/11/2019 8:50,16.773,248.7,0.05,17.258,1722.2,0.237,17.258,2583.4,0.487,17.163,602.8,0.687,16.973,0,0.687
6/11/2019 9:00,17.439,288.7,0.05,17.258,1980.6,0.237,17.258,2755.6,0.487,17.163,678.1,0.687,16.878,0,0.687
6/11/2019 9:10,17.534,218.7,0.05,17.354,1011.8,0.236,17.258,1550,0.486,17.163,366,0.686,16.878,0,0.686
6/11/2019 9:20,17.153,161.2,0.05,17.354,1636.1,0.238,17.258,2152.8,0.488,17.163,441.3,0.688,16.878,0,0.688
6/11/2019 9:30,17.225,248.7,0.05,17.354,2411.1,0.237,17.258,2927.8,0.487,17.163,635.1,0.687,16.878,0,0.687
