lake,Datetime,St,mean_rho,Zg,Zv,mean_depth,lake_area,surface_temp,bottom_temp,therm_dep,max_depth
BM,1986-07-30,237.782238070694,999.126955327606,12.9957562657813,12.9926562146062,7.5,3601324.31758529,24.3,10.7,9.21829031972777,18.2
BM,1986-08-12,200.497878188605,999.173468802665,12.9952700547038,12.9926562146062,7.5,3601324.31758529,21.3,10.6,10.7122071233456,18.2
BM,1986-08-25,185.467468393597,999.184554231417,12.9950740802298,12.9926562146062,7.5,3601324.31758529,20.3,10.5,11.4449295764256,18.2
BM,1986-09-10,116.958511452273,999.292577473413,12.9941807913806,12.9926562146062,7.5,3601324.31758529,17.2,10.5,12.8837150615089,18.2
BM,1986-09-23,65.8850556803161,999.400597187365,12.9935149461998,12.9926562146062,7.5,3601324.31758529,14.8,10.4,14.3891093320559,18.2
BM,1986-10-07,34.0243576749788,999.406523301475,12.99309967811,12.9926562146062,7.5,3601324.31758529,13.8,10.6,16.1227542026903,18.2
BM,1986-10-21,2.46874495068086,999.723781215699,12.992688381293,12.9926562146062,7.5,3601324.31758529,10.8,10,3.65205361231574,18.2
BM,1986-11-05,0.0612900171973566,999.894134343494,12.9926570130528,12.9926562146062,7.5,3601324.31758529,7.7,7.6,18.5,18.2
BM,1987-01-12,1.10769958075042,999.997504879578,12.9926706435055,12.9926562146062,7.5,3601324.31758529,0.7,4.6,1.72732309267335,18.2
BM,1987-02-25,0.767208071339227,999.998189737518,12.9926662082549,12.9926562146062,7.5,3601324.31758529,0.5,4.6,1.57069167668452,18.2
BM,1987-03-24,-0.154542219612691,999.998633734536,12.9926542015409,12.9926562146062,7.5,3601324.31758529,4.4,4.7,5.36919287906848,18.2
BM,1987-04-16,2.79928804905149,999.984248672089,12.9926926786273,12.9926562146062,7.5,3601324.31758529,6.7,4.9,6.43898635346487,18.2
BM,1987-05-06,34.4592162627192,999.85057886391,12.9931051464602,12.9926562146062,7.5,3601324.31758529,11.9,6.9,8.54848358118188,18.2
BM,1987-05-21,73.4352397059267,999.723236983305,12.9936130447719,12.9926562146062,7.5,3601324.31758529,14.5,7.6,9.77761442666387,18.2
BM,1987-06-02,126.996989962643,999.610436657303,12.994311118487,12.9926562146062,7.5,3601324.31758529,19.8,8.1,7.62996852839864,18.2
BM,1987-06-11,130.517256350565,999.562873989161,12.9943570721763,12.9926562146062,7.5,3601324.31758529,18.4,8.4,9.31348283448691,18.2
BM,1987-06-30,185.150011680261,999.449131735963,12.995069302703,12.9926562146062,7.5,3601324.31758529,21.8,8.6,8.67657928159348,18.2
BM,1987-07-14,193.492504011657,999.399448287657,12.9951781570348,12.9926562146062,7.5,3601324.31758529,21.2,8.7,9.52885710166797,18.2
BM,1987-07-28,250.71823173143,999.258759178268,12.9959244857609,12.9926562146062,7.5,3601324.31758529,24,9,9.27665069861327,18.2
BM,1987-08-11,255.15183630719,999.236994250872,12.9959823530551,12.9926562146062,7.5,3601324.31758529,23.3,8.9,9.9421075396514,18.2
BM,1987-08-24,202.533785073036,999.289060437694,12.9952962908834,12.9926562146062,7.5,3601324.31758529,20.5,9.1,11.0356582975147,18.2
BM,1987-09-09,159.015442576056,999.323954814539,12.7369797463752,12.7348099720178,7.5,3601324.31758529,18.9,9.1,11.5898939718332,18.2
BM,1987-09-23,133.341817615493,999.349967376821,12.9943942511227,12.9926562146062,7.5,3601324.31758529,17.2,9.1,13.0540405304239,18.2
BM,1987-10-06,53.0120839185308,999.499274893644,12.9933470944493,12.9926562146062,7.5,3601324.31758529,13.7,9.4,14.9645009163727,18.2
BM,1987-10-21,2.46385874450866,999.771842851986,12.7348435764431,12.7348099720178,7.5,3601324.31758529,9.7,9.3,11.6600034269868,18.2
BM,1987-11-04,0.776084398391266,999.901836679897,12.9926663248521,12.9926562146062,7.5,3601324.31758529,7.6,7.2,17.7187119814695,18.2
BM,1987-11-16,0.294907269375314,999.983544712722,12.9926600561232,12.9926562146062,7.5,3601324.31758529,5.5,5.4,11.5,18.2
BM,1988-01-12,1.89793370455147,999.994387426004,12.7348358520638,12.7348099720178,7.5,3601324.31758529,0.7,3.9,2.65689940109545,18.2
BM,1988-03-01,1.59621740740122,999.996991687017,12.734831737832,12.7348099720178,7.5,3601324.31758529,0.1,4.3,1.9623144087529,18.2
BM,1988-04-06,0.269245510624754,999.999213746183,12.7348136434067,12.7348099720178,7.5,3601324.31758529,0.3,4.4,0.694482214498008,18.2
BM,1988-04-25,0.291755021985447,999.99207384542,12.992660015029,12.9926562146062,7.5,3601324.31758529,5.3,4.8,7.7377411200911,18.2
BM,1988-05-11,38.7342075021395,999.910165295405,12.9931608106253,12.9926562146062,7.5,3601324.31758529,12.2,5.7,7.64029714573143,18.2
BM,1988-05-25,64.4487702119395,999.832185819441,12.9934958633648,12.9926562146062,7.5,3601324.31758529,16.1,6.5,6.42120420865021,18.2
BM,1988-06-09,123.04209962642,999.68740157286,12.7364882777679,12.7348099720178,7.5,3601324.31758529,20.3,7,7.0969386873804,18.2
BM,1988-06-22,189.529543566474,999.556465478399,12.9951261165543,12.9926562146062,7.5,3601324.31758529,22.6,7.4,7.87594182619641,18.2
BM,1988-07-05,195.956012158712,999.519493915463,12.995209959155,12.9926562146062,7.5,3601324.31758529,23,7.5,7.90995380495373,18.2
BM,1988-07-20,231.411357421401,999.419940520459,12.9956723219091,12.9926562146062,7.5,3601324.31758529,23.2,7.8,8.91637282561846,18.2
BM,1988-08-04,266.588356167204,999.326156715693,12.9961311285232,12.9926562146062,7.5,3601324.31758529,24.6,8,9.00693243165201,18.2
BM,1988-08-18,269.144495084567,999.288888224702,12.9961645780074,12.9926562146062,7.5,3601324.31758529,23.6,8,9.80452881728955,18.2
BM,1988-08-30,180.587524053848,999.415767973148,12.9950099176836,12.9926562146062,7.5,3601324.31758529,18.8,8.1,11.02911390175,18.2
BM,1988-09-12,129.575381866378,999.481619248509,12.7365777562413,12.7348099720178,7.5,3601324.31758529,17.1,7.9,11.7400546318467,18.2
BM,1988-09-27,97.0320430051233,999.545487105016,12.9939207259843,12.9926562146062,7.5,3601324.31758529,14.9,8.1,12.7948219521038,18.2
BM,1988-10-13,8.52412268165446,999.722360074496,12.9927672804229,12.9926562146062,7.5,3601324.31758529,10.6,8.1,15.5221462585681,18.2
BM,1988-10-24,-1.43214001174587,999.922547051626,12.992637558146,12.9926562146062,7.5,3601324.31758529,6.9,7.3,6.5,18.2
BM,1988-11-07,-0.105711386061695,999.999297062842,12.9926548376117,12.9926562146062,7.5,3601324.31758529,3.7,3.5,2.10585079591297,18.2
BM,1989-01-17,4.14392429697535,999.981644472852,12.9927101942375,12.9926562146062,7.5,3601324.31758529,0.3,3.3,4.74208000846906,18.2
BM,1989-02-28,3.78214825381423,999.988685114928,12.9927054813196,12.9926562146062,7.5,3601324.31758529,0.3,3.9,4.25480858791343,18.2
BM,1989-03-31,3.03063973196993,999.988807374335,12.9926956920753,12.9926562146062,7.5,3601324.31758529,0.9,3.7,4.93667861620736,18.2
BM,1989-05-02,0.0250868227477112,999.993424549601,12.9926565413886,12.9926562146062,7.5,3601324.31758529,5,4.8,9.54136170786322,18.2
BM,1989-05-15,15.6247464022016,999.957559298237,12.9928597507481,12.9926562146062,7.5,3601324.31758529,11.6,5.4,4.27599574665688,18.2
BM,1989-05-31,60.3232753650432,999.841427405023,12.9934421085022,12.9926562146062,7.5,3601324.31758529,14.5,6.5,7.63972529691229,18.2
BM,1989-06-12,89.0666197624771,999.756071204918,12.9938166769404,12.9926562146062,7.5,3601324.31758529,16.5,7,8.09628679592356,18.2
BM,1989-06-27,131.892252002886,999.655266349548,12.9943748318068,12.9926562146062,7.5,3601324.31758529,20,7.4,7.53371989896926,18.2
BM,1989-07-10,188.127715343486,999.538204892888,12.995107893066,12.9926562146062,7.5,3601324.31758529,24.6,7.7,6.77468859230164,18.2
