lake,Datetime,St,mean_rho,Zg,Zv,mean_depth,lake_area,surface_temp,bottom_temp,therm_dep,max_depth
342,1956-07-15,5.22799082910819,998.500953643776,2.19769683408159,2.19756031420431,3,6300000,19.05,16.9,3.76178819923319,5.5
342,1966-07-15,0.239223666469596,998.08063239634,2.19756656374457,2.19756031420431,3,6300000,20.75,20.675,3.24875214888096,5.5
342,1967-07-15,1.13692419208493,998.286465895357,2.19759000937873,2.19756031420431,3,6300000,19.9,19.625,1.74713408580442,5.5
342,1968-07-15,8.1872077042056,998.715162228363,2.19777406302198,2.19756031420431,3,6300000,18.735,16.415,1.89308600683006,5.5
342,1969-07-15,2.11503964421614,998.347186731965,2.19761555328851,2.19756031420431,3,6300000,19.7,19.1,2.48855689158934,5.5
342,1972-07-15,7.60589746147431,997.830998128026,2.19775906232507,2.19756031420431,3,6300000,22.4,19.85,3.61514337751229,5.5
342,1973-07-15,3.98297666590192,997.877956101463,2.19766438763943,2.19756031420431,3,6300000,22.05,20.95,2.85618617795147,5.5
342,1975-07-15,10.1818501787441,998.054304795548,2.19782631447969,2.19756031420431,3,6300000,22,19.3,2.45287403103224,5.5
342,1976-07-15,1.72961579255857,998.948931667005,2.19760545985442,2.19756031420431,3,6300000,16.4,15.8,2.48494316303912,5.5
342,1977-07-15,NA,998.679782550464,2.19756031420431,2.19756031420431,3,6300000,17.7,17.7,NA,5.5
342,1978-07-15,0.763577815152698,998.844876723336,2.19758024684379,2.19756031420431,3,6300000,16.85,16.55,3.24316892234068,5.5
342,1979-07-15,NA,998.715853572498,2.19756031420431,2.19756031420431,3,6300000,17.5,17.5,NA,5.5
342,1980-07-15,0.274296227648773,998.878737128121,2.19756747426366,2.19756031420431,3,6300000,16.6,16.5,2.87249787308832,5.5
342,1981-07-15,3.82000184698527,998.279499036931,2.19766008902974,2.19756031420431,3,6300000,20.1,18.75,3.47847727383589,5.5
342,1982-07-15,3.13222680088538,998.392677829332,2.19764211572366,2.19756031420431,3,6300000,19.6,18.7,2.48250815790012,5.5
342,1983-07-15,1.43837068720969,997.922281926892,2.19759789653073,2.19756031420431,3,6300000,21.6,21.2,2.86811297306548,5.5
342,1984-07-15,6.69323489476678,998.348041750743,2.19773512314951,2.19756031420431,3,6300000,20.05,17.7,3.33556545351359,5.5
342,1985-07-15,4.00196210186693,998.141715944809,2.19766485608796,2.19756031420431,3,6300000,20.8,19.5,3.28574794329912,5.5
342,1986-07-15,6.33714223414781,998.77777362006,2.19772575177404,2.19756031420431,3,6300000,18.1,16.2,2.06924737095582,5.5
342,1987-07-15,NA,998.786659495205,2.19756031420431,2.19756031420431,3,6300000,17.1,17.1,NA,5.5
342,1988-07-15,10.9465448230434,997.491946778913,2.19784645331149,2.19756031420431,3,6300000,23.9,20.1,3.91070921742166,5.5
342,1989-07-15,3.69996292539377,998.617053728806,2.19765692106065,2.19756031420431,3,6300000,18.5,17.3,2.72325461596929,5.5
342,1990-07-15,0.308225029073828,998.547523806845,2.19756836258887,2.19756031420431,3,6300000,18.4,18.2,3.99728019184573,5.5
342,1991-07-15,NA,997.568415786581,2.19756031420431,2.19756031420431,3,6300000,23,23,NA,5.5
342,1992-07-15,1.55689855947784,997.826579646943,2.19760099737611,2.19756031420431,3,6300000,22,21.5,3.54346178427614,5.5
342,1993-07-15,NA,998.624846587764,2.19756031420431,2.19756031420431,3,6300000,18,18,NA,5.5
342,1994-07-15,14.5516637250414,997.803140869642,2.19794057131108,2.19756031420431,3,6300000,23.4,19.4,2.80609585333549,5.5
342,1995-07-15,NA,998.454128735767,2.19756031420431,2.19756031420431,3,6300000,18.9,18.9,NA,5.5
342,1996-07-15,0.400338911191791,998.406620290445,2.19757076934564,2.19756031420431,3,6300000,19.2,19.1,1.74890938360297,5.5
342,1997-07-15,5.7457024031425,998.062433632043,2.19771041914072,2.19756031420431,3,6300000,21.2,19.1,3.76163176755412,5.5
342,1998-07-15,0.615789334282518,998.544785736247,2.19757639376467,2.19756031420431,3,6300000,18.5,18.3,2.87072017946228,5.5
342,1999-07-15,6.10531960992243,997.407671297344,2.19771991874985,2.19756031420431,3,6300000,24.2,22.6,2.99172336974943,5.5
342,2000-07-15,0.440848758208475,998.012902397696,2.19757183183164,2.19756031420431,3,6300000,21.1,21,1.74904791072276,5.5
342,2001-07-15,7.05695070303807,997.328947048022,2.19774481073981,2.19756031420431,3,6300000,24.4,22.15,3.77936382542131,5.5
342,2002-07-15,9.60255432583046,997.547792911874,2.1978113077865,2.19756031420431,3,6300000,23.8,20.9,3.41797093948791,5.5
342,2003-07-15,13.4814808541746,998.360388452812,2.19791240916882,2.19756031420431,3,6300000,21.2,17.8,1.83890904654013,5.5
342,2004-07-15,7.63883687428323,998.30275709531,2.19775982873063,2.19756031420431,3,6300000,20.6,18.5,2.35453000760763,5.5
342,2005-07-15,3.92159885996722,998.225218284398,2.19766274821715,2.19756031420431,3,6300000,20.4,19.1,3.28510600253039,5.5
342,2006-07-15,2.30522326556483,997.969726971589,2.19762054313918,2.19756031420431,3,6300000,21.4,20.6,3.70936667167559,5.5
342,2007-07-15,6.17297949669315,998.320963748088,2.19772153987774,2.19756031420431,3,6300000,20.2,18.2,3.06110498720034,5.5
342,2008-07-15,1.00551896890839,997.842531425539,2.19758658890715,2.19756031420431,3,6300000,21.9,21.6,3.2453444930373,5.5
342,2009-07-15,4.81997922431771,997.88122448647,2.19768625773703,2.19756031420431,3,6300000,21.9,20.1,3.98656247276348,5.5
342,2010-07-15,20.6851449499283,997.035511053216,2.1981012646687,2.19756031420431,3,6300000,26.975,22.1,2.69597479855717,5.5
342,2011-07-15,1.14167320173575,997.629366815356,2.19759015305823,2.19756031420431,3,6300000,22.8,22.4,3.99730937965893,5.5
342,2012-07-15,14.4496635421474,998.075867400477,2.19793780271335,2.19756031420431,3,6300000,22.2,17.9,2.87275254269756,5.5
342,2013-07-15,2.50391257983171,997.738985062144,2.19762574945586,2.19756031420431,3,6300000,22.4,21.5,3.99369132886146,5.5
342,2014-07-15,3.53106718535283,998.213252738987,2.19765254845111,2.19756031420431,3,6300000,20.5,19.5,2.63119770342409,5.5
808,1991-02-04,2937.77615381572,999.009506628014,23.5673493342755,23.5586470672196,26.2,10730000,19.9,11.2,18.2541675973143,78.5
808,1994-02-14,3125.15376436783,998.969363006803,23.5679047553802,23.5586470672196,26.2,10730000,20.4,11,19.2966454990531,78.5
808,1995-02-21,3469.37269596924,998.90039978658,23.5689251496368,23.5586470672196,26.2,10730000,20.7,10.8,20.0672817433858,78.5
808,2000-02-29,3262.11465349869,998.910824798993,23.5683110428969,23.5586470672196,26.2,10730000,20.4,11.1,19.9816283985849,78.5
808,2002-02-12,3163.3214390373,998.896322532345,23.5680185052349,23.5586470672196,26.2,10730000,20.2,11.2,21.3263598860782,78.5
808,2003-02-20,3245.00594286861,998.861193997623,23.5682608362054,23.5586470672196,26.2,10730000,20,11.2,22.233223296751,78.5
808,2004-02-18,2956.34954424977,998.997030008961,23.5674044616586,23.5586470672196,26.2,10730000,20.09,11.46,17.517043427997,78.5
808,2005-02-24,3677.51951125983,998.898610183787,23.5695418080438,23.5586470672196,26.2,10730000,21.76,10.99,16.884991723461,78.5
808,2006-02-22,3685.75604391616,998.841434683598,23.5695668340033,23.5586470672196,26.2,10730000,21.63,11.27,18.2829054193925,78.5
808,2007-02-26,3549.55409683127,998.863699159699,23.5691630749266,23.5586470672196,26.2,10730000,21.37,11.15,18.7174515190762,78.5
808,2008-02-19,3442.57906639197,998.919958283696,23.5688455733139,23.5586470672196,26.2,10730000,20.8,11.03,18.646671646963,78.5
808,2009-02-17,3973.31992962006,998.834095231837,23.5704188842594,23.5586470672196,26.2,10730000,21.92,10.9,18.1863174139275,78.5
808,2010-02-17,3823.68332594045,998.918394422957,23.5699745975393,23.5586470672196,26.2,10730000,21.68,10.65,16.5979383863789,78.5
2487,1958-08-01,1466.59494361149,998.610177013036,13.796805980275,13.7891310668825,14.6,58080000,23.7,12,10.2687009707861,49.4
2487,1959-07-29,1675.1522221804,998.921311149948,13.7978946616424,13.7891310668825,14.6,58080000,25.1,7.5,8.03607151228804,49.4
2487,1960-07-23,1257.25965658747,999.13741495032,13.7957070251032,13.7891310668825,14.6,58080000,19.8,7.1,11.3647925285231,49.4
2487,1961-07-29,1549.96473226207,998.984438982486,13.7972392282019,13.7891310668825,14.6,58080000,22.8,7.8,9.27078660782399,49.4
2487,1962-07-29,1067.46602980085,999.278880595855,13.7947135400229,13.7891310668825,14.6,58080000,18.4,6.4,11.4966673562874,49.4
2487,1965-08-03,1067.46547746281,999.215245854665,13.7947138926524,13.7891310668825,14.6,58080000,18.1,6.1,13.6182359127927,49.4
2487,1998-07-31,1125.50865245807,999.144677991498,13.7950178731877,13.7891310668825,14.6,58080000,20.020243902439,9.37380952380952,9.43097438544919,49.4
2487,1999-07-31,1825.05321087464,998.928487579131,13.7986788032855,13.7891310668825,14.6,58080000,24.7388888888889,7.32137254901961,8.05727618558688,49.4
2487,2000-07-30,1335.71194038448,999.05488539713,13.7961179382579,13.7891310668825,14.6,58080000,22.8865,9.18934640522876,7.69114889457312,49.4
2487,2001-07-31,1446.5824035251,999.127170209914,13.7966973344697,13.7891310668825,14.6,58080000,22.2148076923077,6.80737909516381,8.52162006213358,49.4
2487,2002-07-31,1443.87660091536,999.080597652098,13.7966835339668,13.7891310668825,14.6,58080000,22.3009433962264,7.95469696969697,8.51026064974483,49.4
2487,2003-07-31,831.443680971426,999.472655732328,13.7934783828654,13.7891310668825,14.6,58080000,17.0267857142857,6.54420731707317,9.59904192830335,49.4
2487,2004-07-30,1616.09456128732,999.015055774752,13.7975849068656,13.7891310668825,14.6,58080000,23.0662264150943,7.00212121212121,8.86920062312811,49.4
2487,2005-07-31,1373.81713551237,999.253399393111,13.7963158321243,13.7891310668825,14.6,58080000,22.072641509434,6.27557926829268,7.22175888286044,49.4
2487,2006-07-31,1486.04697011082,999.164058169539,13.7969034646987,13.7891310668825,14.6,58080000,23.01,6.67,7.36302229165537,49.4
2487,2007-07-31,1476.52880824522,999.163947163566,13.7968536831863,13.7891310668825,14.6,58080000,24.07,6.68,6.65263811728599,49.4
2487,2008-07-30,1368.63801499102,999.140141345652,13.7962895578113,13.7891310668825,14.6,58080000,21.36,7.16,9.14122528419747,49.4
2487,2009-07-31,1130.67568714002,999.166400524283,13.7950447700267,13.7891310668825,14.6,58080000,20.29,9.04,9.03746552838924,49.4
2487,2010-07-31,1281.19565727319,999.155491209145,13.7958320984855,13.7891310668825,14.6,58080000,21.39,8.41,8.2533747790667,49.4
2487,2011-07-31,1550.49017878075,999.151722324583,13.7972406189409,13.7891310668825,14.6,58080000,23.44,6.35,7.21293043923836,49.4
2487,2012-07-30,1567.9259851067,999.076065139094,13.7973324347197,13.7891310668825,14.6,58080000,23.16,6.94,8.11543019536492,49.4
2487,2013-07-31,1298.18761605745,999.199718204097,13.7959206709098,13.7891310668825,14.6,58080000,21.31,7.36,8.30512823046887,49.4
2487,2014-07-31,1159.73344506627,999.288735118862,13.7951960064506,13.7891310668825,14.6,58080000,19.17,6.12,10.0117335749638,49.4
3384,1988-07-10,190.994195838121,998.794090559073,6.79471026346441,6.79243438719964,5.7,1730000,20,4.6,11.4060755950191,32
3384,1989-07-10,191.279925653794,998.661242231462,6.79471397140967,6.79243438719964,5.7,1730000,20.6,6.1,12.1922722018673,32
3384,1990-07-09,115.401760332394,999.15396955639,6.79380901289128,6.79243438719964,5.7,1730000,16.9,6.2,12.4566297362559,32
3384,1991-07-15,115.242809247757,998.911428095995,6.7938074528285,6.79243438719964,5.7,1730000,18.2,8.9,13.557356189508,32
3384,1992-07-13,140.175209623755,998.972597070624,6.79410440876821,6.79243438719964,5.7,1730000,18.3,6.4,12.4633485670427,32
3384,1993-07-19,135.205545984796,999.129975124525,6.7940449473856,6.79243438719964,5.7,1730000,17.4,4.8,11.565156208138,32
3384,1994-07-18,201.338770528098,998.650851611562,6.79483387295858,6.79243438719964,5.7,1730000,20.8,5.5,11.8899972339001,32
3384,1995-07-10,117.389635641594,999.214983028673,6.79383260638917,6.79243438719964,5.7,1730000,16.6,5.2,11.8613754380569,32
3384,1996-07-08,105.189706121422,999.191067979125,6.7936873239267,6.79243438719964,5.7,1730000,16.5,6.6,12.7111035328938,32
3384,1997-07-22,186.824424121017,998.623706690001,6.79466095652499,6.79243438719964,5.7,1730000,20.7,6.8,12.5054906444408,32
3384,1998-07-15,128.052155968662,999.085951996969,6.79395980385378,6.79243438719964,5.7,1730000,17.5,6,12.302154665133,32
3384,1999-07-19,190.689226717237,998.636760974131,6.7947069874482,6.79243438719964,5.7,1730000,20.7,6.4,12.3274960283552,32
3384,2000-07-12,140.31312383462,999.090494755982,6.79410585458785,6.79243438719964,5.7,1730000,17.7,4.9,11.6252052511134,32
3384,2001-07-16,163.950513474777,998.849843603501,6.79438790339645,6.79243438719964,5.7,1730000,19.3,6,12.2017225151586,32
3384,2002-07-14,238.869130287466,998.42768238339,6.79528178310191,6.79243438719964,5.7,1730000,22.3,5.3,11.757315258543,32
3384,2003-07-06,120.599452993887,999.135096564714,6.79387095313646,6.79243438719964,5.7,1730000,17.1,6,12.3286031144799,32
3384,2004-07-04,140.31312383462,999.090494755982,6.79410585458785,6.79243438719964,5.7,1730000,17.7,4.9,11.6252052511134,32
3384,2005-07-10,249.342218882964,998.340719540497,6.79540688454831,6.79243438719964,5.7,1730000,22.8,5.5,11.8431626876137,32
3384,2006-07-16,184.505834757512,998.858527273708,6.79463280668298,6.79243438719964,5.7,1730000,19.6,4.3,11.2196795133057,32
3384,2007-07-17,146.1246632237,998.932937249274,6.79417535857764,6.79243438719964,5.7,1730000,18.6,6.4,12.443739458052,32
3384,2008-07-16,153.050660078923,999.017376261449,6.79425772277643,6.79243438719964,5.7,1730000,18.3,4.8,11.5479334999401,32
3384,2009-07-14,149.613741963347,998.985073998031,6.79421683543764,6.79243438719964,5.7,1730000,18.4,5.5,11.9708859400298,32
3384,2010-07-19,221.37323666465,998.463508497885,6.79507313180807,6.79243438719964,5.7,1730000,21.9,6.1,12.1420976537033,32
3384,2011-07-13,200.330543151803,998.692836183359,6.79482175688566,6.79243438719964,5.7,1730000,20.6,5.1,11.6843969017706,32
3384,2012-07-16,138.451435499387,999.02559002511,6.7940837845452,6.79243438719964,5.7,1730000,18,5.9,12.2163326828344,32
4934,1994-08-23,748.926743624113,999.142500678917,15.2156368590539,15.2115247949725,12,8.5e+07,16.66,5,24.5700931859827,76
4934,1995-09-05,611.865671235975,999.388318960981,15.2148834839308,15.2115247949725,12,8.5e+07,14.86,7.31,20.8940224022685,76
4934,1996-09-06,529.979632061349,999.140319392578,15.2144347123779,15.2115247949725,12,8.5e+07,15.84,5.58,30.6508220973573,76
4934,1997-08-28,1188.03567728186,999.057338397779,15.2180483906534,15.2115247949725,12,8.5e+07,19.47,4.94,16.5944676135172,76
4934,1998-08-18,661.142558677067,999.294699921569,15.2151543175142,15.2115247949725,12,8.5e+07,15.77,5.48,22.8872681025508,76
4934,1999-08-13,841.916031852325,999.082829745639,15.2161477029869,15.2115247949725,12,8.5e+07,17.8788888888889,5.43,22.2497280464123,76
4934,2000-08-15,781.682659367605,999.251656498681,15.2158162401486,15.2115247949725,12,8.5e+07,16.52,5.59,20.7937522867643,76
4934,2002-08-09,1619.44672274406,998.751768138615,15.2204200227127,15.2115247949725,12,8.5e+07,22.81,5.44,14.9946909922689,76
4934,2003-08-26,875.813514918352,999.074309416035,15.2163338729484,15.2115247949725,12,8.5e+07,17.34,5.4,23.4527648456825,76
4934,2004-08-23,1191.9052751051,998.927782157198,15.2180704877495,15.2115247949725,12,8.5e+07,18.7733333333333,4.42,21.1028676152836,76
4934,2005-08-19,897.897633109079,999.18268971944,15.2164546016985,15.2115247949725,12,8.5e+07,18.08,4.98,17.9481930917902,76
4934,2006-08-24,1175.46296373119,998.93809287735,15.2179801234073,15.2115247949725,12,8.5e+07,18.57,4.74,21.5819046385999,76
4934,2007-08-24,570.496132223711,999.399010573988,15.2146563623269,15.2115247949725,12,8.5e+07,17.11,5.92,16.1124815719969,76
4934,2008-08-21,635.883420145151,999.348596869599,15.2150154623094,15.2115247949725,12,8.5e+07,15.38,5.22,22.0523128694885,76
4934,2009-08-19,733.643392950384,999.307549821534,15.2155522788446,15.2115247949725,12,8.5e+07,16,4.71,20.9668520703212,76
4934,2010-08-18,935.667335855107,998.956313441401,15.2166631361854,15.2115247949725,12,8.5e+07,18.02,4.97,24.1112569142237,76
4934,2011-08-04,1310.8812168103,998.97734242811,15.2187235214133,15.2115247949725,12,8.5e+07,21.54,4.55,14.3088730215949,76
4934,2012-08-16,759.430147138752,999.071832220319,15.2156948240805,15.2115247949725,12,8.5e+07,17.65,5.88,23.8075524552431,76
4934,2013-08-19,862.178455225336,999.154653947938,15.2162586223646,15.2115247949725,12,8.5e+07,17.02,5.4,22.0336776519444,76
4934,2014-08-20,671.181965971598,999.268285977694,15.215209528978,15.2115247949725,12,8.5e+07,16.21,5.08,22.1181401631276,76
7527,1981-07-22,741.44506094997,999.525092711859,18.4018968801992,18.3984988072106,14.2,1082010000,15.19,7.93,15.4393633693326,94
7527,1982-07-20,865.659465071679,999.540594672231,18.4024660983552,18.3984988072106,14.2,1082010000,17.98,8.54,NA,94
7527,1982-07-20,865.659465071679,999.540594672231,18.4024660983552,18.3984988072106,14.2,1082010000,17.51,8.54,NA,94
7527,1983-07-10,1515.15176424993,999.330824120825,18.405444159517,18.3984988072106,14.2,1082010000,20.9,8.3,8.27822700543541,94
7527,1984-07-20,1032.28327119988,999.510995872797,18.4032298703169,18.3984988072106,14.2,1082010000,17.65,7.93,NA,94
7527,1984-07-20,1032.28327119988,999.510995872797,18.4032298703169,18.3984988072106,14.2,1082010000,18.01,7.93,NA,94
7527,1985-07-10,1455.76022036954,999.442099405276,18.4051711697659,18.3984988072106,14.2,1082010000,19.04,5.76,10.0088236278799,94
7527,1986-07-20,1264.99841531,999.355778273166,18.4042973288397,18.3984988072106,14.2,1082010000,18.2,7.3,NA,94
7527,1986-07-20,1264.99841531,999.355778273166,18.4042973288397,18.3984988072106,14.2,1082010000,19.14,7.3,NA,94
7527,1987-07-30,1195.27436134226,999.421442827882,18.4039773665353,18.3984988072106,14.2,1082010000,18.3,6.96,12.3531365607651,94
7527,1988-07-20,2084.7091629971,999.252199911502,18.4080557236792,18.3984988072106,14.2,1082010000,23.48,6.75,NA,94
7527,1988-07-20,2084.7091629971,999.252199911502,18.4080557236792,18.3984988072106,14.2,1082010000,22.86,6.75,NA,94
7527,1989-07-20,1055.56197795724,999.397896845284,18.4033371065598,18.3984988072106,14.2,1082010000,17.9,9.4,NA,94
7527,1989-07-20,1055.56197795724,999.397896845284,18.4033371065598,18.3984988072106,14.2,1082010000,17.64,9.4,NA,94
7527,1990-07-10,892.397534055885,999.496159841021,18.4025888199391,18.3984988072106,14.2,1082010000,17.41,8.02,10.6439867622837,94
7527,1991-07-30,1506.56049132363,999.29628629846,18.4054050163932,18.3984988072106,14.2,1082010000,18.94,8,NA,94
7527,1991-07-30,1506.56049132363,999.29628629846,18.4054050163932,18.3984988072106,14.2,1082010000,19.71,8,NA,94
7527,1992-07-20,960.442182580985,999.463596284872,18.4029008237865,18.3984988072106,14.2,1082010000,14.91,6.98,NA,94
7527,1992-07-20,960.442182580985,999.463596284872,18.4029008237865,18.3984988072106,14.2,1082010000,16.29,6.98,NA,94
7527,1993-07-20,1101.82121324625,999.380566408175,18.4035492290855,18.3984988072106,14.2,1082010000,16.48,8.49,NA,94
7527,1993-07-20,1101.82121324625,999.380566408175,18.4035492290855,18.3984988072106,14.2,1082010000,18.44,8.49,NA,94
7527,1995-07-20,1207.33548616977,999.385102478225,18.4040328501211,18.3984988072106,14.2,1082010000,16.36,7.29,NA,94
7527,1995-07-20,1207.33548616977,999.385102478225,18.4040328501211,18.3984988072106,14.2,1082010000,18.46,7.29,NA,94
7527,1996-08-10,1328.95990692894,999.341529946039,18.4045906034858,18.3984988072106,14.2,1082010000,19.44,7.69,11.816279529375,94
7527,1997-07-20,1832.36731652636,999.264264694964,18.4068988134385,18.3984988072106,14.2,1082010000,21.5,7.3,NA,94
7527,1997-07-20,1832.36731652636,999.264264694964,18.4068988134385,18.3984988072106,14.2,1082010000,22.3,7.3,NA,94
7527,1998-07-20,1427.94438315005,999.331595901834,18.4050444017771,18.3984988072106,14.2,1082010000,20.1,7.8,NA,94
7527,1998-07-20,1427.94438315005,999.331595901834,18.4050444017771,18.3984988072106,14.2,1082010000,20.9,7.8,NA,94
7527,1999-07-20,1587.60863778176,999.363560670184,18.4057760584897,18.3984988072106,14.2,1082010000,21.5,7.1,NA,94
7527,1999-07-20,1587.60863778176,999.363560670184,18.4057760584897,18.3984988072106,14.2,1082010000,22.8,7.1,NA,94
7527,2000-07-20,1060.01313255884,999.264972177824,18.4033581552958,18.3984988072106,14.2,1082010000,18.7,8.2,NA,94
7527,2000-07-20,1060.01313255884,999.264972177824,18.4033581552958,18.3984988072106,14.2,1082010000,18.9,8.2,NA,94
7527,2001-07-20,1431.60155506468,999.323712752553,18.4050612177578,18.3984988072106,14.2,1082010000,20.3,7.8,NA,94
7527,2001-07-20,1431.60155506468,999.323712752553,18.4050612177578,18.3984988072106,14.2,1082010000,21.6,7.8,NA,94
7527,2002-07-20,1336.5240714845,999.394978429556,18.4046249490798,18.3984988072106,14.2,1082010000,21.1,7.8,NA,94
7527,2002-07-20,1336.5240714845,999.394978429556,18.4046249490798,18.3984988072106,14.2,1082010000,21.9,7.8,NA,94
7527,2003-07-20,2180.0451223275,999.061920090149,18.4084946750328,18.3984988072106,14.2,1082010000,22,6.4,NA,94
7527,2003-07-20,2180.0451223275,999.061920090149,18.4084946750328,18.3984988072106,14.2,1082010000,23.6,6.4,NA,94
7527,2004-07-20,1221.72023473136,999.489154223926,18.4040982022604,18.3984988072106,14.2,1082010000,18.1,6.8,NA,94
7527,2004-07-20,1221.72023473136,999.489154223926,18.4040982022604,18.3984988072106,14.2,1082010000,19.3,6.8,NA,94
7527,2005-07-20,1839.57291082939,999.255914136543,18.4069319160642,18.3984988072106,14.2,1082010000,21,6.9,NA,94
7527,2005-07-20,1839.57291082939,999.255914136543,18.4069319160642,18.3984988072106,14.2,1082010000,21.4,6.9,NA,94
7527,2006-07-20,1192.92127533729,999.485209871077,18.4039662322842,18.3984988072106,14.2,1082010000,17.2,6.4,NA,94
7527,2006-07-20,1192.92127533729,999.485209871077,18.4039662322842,18.3984988072106,14.2,1082010000,17.6,6.4,NA,94
7527,2007-07-20,1164.95846599888,999.348607721324,18.403838802304,18.3984988072106,14.2,1082010000,17.2,8.2,NA,94
7527,2007-07-20,1164.95846599888,999.348607721324,18.403838802304,18.3984988072106,14.2,1082010000,18.1,8.2,NA,94
7527,2008-07-20,866.607718378683,999.513742255834,18.4024705508713,18.3984988072106,14.2,1082010000,16,7,NA,94
7527,2008-07-20,866.607718378683,999.513742255834,18.4024705508713,18.3984988072106,14.2,1082010000,17.4,7,NA,94
7527,2009-07-20,860.882868569012,999.497868243473,18.4024443760154,18.3984988072106,14.2,1082010000,16.1,8,NA,94
7527,2009-07-20,860.882868569012,999.497868243473,18.4024443760154,18.3984988072106,14.2,1082010000,16.8,8,NA,94
7527,2010-07-20,1752.61794572056,999.342257233096,18.4065325963774,18.3984988072106,14.2,1082010000,22.4,6.9,NA,94
7527,2010-07-20,1752.61794572056,999.342257233096,18.4065325963774,18.3984988072106,14.2,1082010000,24.3,6.9,NA,94
7527,2011-07-20,1162.92775883134,999.446698671033,18.403828970665,18.3984988072106,14.2,1082010000,19.1,7.8,NA,94
7527,2011-07-20,1162.92775883134,999.446698671033,18.403828970665,18.3984988072106,14.2,1082010000,20.6,7.8,NA,94
7527,2012-07-20,1254.13782589573,999.385142741625,18.4042473769694,18.3984988072106,14.2,1082010000,16.6,8.2,NA,94
7527,2012-07-20,1254.13782589573,999.385142741625,18.4042473769694,18.3984988072106,14.2,1082010000,18,8.2,NA,94
7527,2013-07-20,1163.47730704105,999.457539029022,18.4038314316248,18.3984988072106,14.2,1082010000,16.6,7,NA,94
7527,2013-07-20,1163.47730704105,999.457539029022,18.4038314316248,18.3984988072106,14.2,1082010000,16.8,7,NA,94
7527,2014-07-20,964.818842620411,999.415818366976,18.4029210948335,18.3984988072106,14.2,1082010000,17.9,8.9,NA,94
7527,2014-07-20,964.818842620411,999.415818366976,18.4029210948335,18.3984988072106,14.2,1082010000,17.4,8.9,NA,94
7527,1970-07-20,581.866707853075,999.652608629169,18.4011651859239,18.3984988072106,14.2,1082010000,17,8.4,5.51086674189821,94
7527,1971-07-20,986.186210639636,999.492490167565,18.403018686311,18.3984988072106,14.2,1082010000,16.4,7.8,12.3706887766231,94
7527,1972-07-20,1454.65949861883,999.392889548301,18.4051664529914,18.3984988072106,14.2,1082010000,21.6,8,6.93139200293806,94
7527,1973-07-20,789.118903866884,999.548573880237,18.4021152864084,18.3984988072106,14.2,1082010000,18.4,9,5.66729400419741,94
